Metric,Value
stress_level,50, 48, 5, 0, 2, 0, 30
happiness_level,0, 2, 25, 0, 49, 0, 10
anxiety_level,50, 41, 5, 0, 1, 0, 20
overall_mood_level,0, 4, 25, 0, 49, 0, 15
phq9_score,27, 23, 0, 0, 0, 0, 1
gad7_score,21, 17, 0, 0, 0, 0, 0
ghq_score,36, 32, 0, 0, 0, 0, 0
